#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID
"ENST00000593771.2","chr19","-","41386370","41397350","41386632","41397328","7","41386370,41387513,41389764,41391840,41392080,41392866,41397180,","41386725,41387603,41389905,41391962,41392146,41392980,41397350,","M0R102","uc060zap.2"
"ENST00000221233.9","chr19","-","41386373","41397359","41386632","41397328","6","41386373,41387513,41389764,41391840,41392866,41397180,","41386725,41387603,41389905,41391962,41392980,41397359,","Q9NQT4","uc002oqo.5"
"ENST00000602129.2","chr19","-","41386375","41397356","41386540","41397328","3","41386375,41392886,41397180,","41386559,41392980,41397356,","M0R289","uc060zam.2"
"ENST00000596905.1","chr19","-","41386414","41397342","41386632","41397328","5","41386414,41387513,41389764,41391840,41397180,","41386725,41387603,41389905,41391962,41397342,","M0R050","uc060zan.1"
"ENST00000688768.1","chr19","-","41386535","41389798","41386535","41386535","2","41386535,41389764,","41387603,41389798,","","uc315phh.1"
"ENST00000593523.2","chr19","-","41389986","41397362","41389986","41389986","3","41389986,41392866,41397180,","41391962,41392980,41397362,","","uc060zao.2"
"ENST00000538423.5","chr19","+","41397807","41422207","41397807","41397807","5","41397807,41410636,41414048,41419134,41422163,","41397935,41411009,41414157,41419296,41422207,","","uc060zar.1"
"ENST00000269980.7","chr19","+","41397817","41425002","41397827","41424608","9","41397817,41410636,41410922,41414048,41419134,41422163,41422628,41422997,41424437,","41397935,41410816,41411009,41414157,41419296,41422370,41422770,41423169,41425002,","P12694","uc002oqq.5"
"ENST00000542943.5","chr19","+","41397819","41423075","41397827","41423075","7","41397819,41410636,41414048,41419134,41422163,41422628,41422997,","41397935,41410816,41414157,41419296,41422370,41422770,41423075,","F5GXU9","uc060zas.1"
"ENST00000457836.6","chr19","+","41397822","41425001","41397827","41424608","9","41397822,41410651,41410922,41414048,41419134,41422163,41422628,41422922,41424437,","41397884,41410816,41411009,41414157,41419296,41422370,41422770,41423169,41425001,","P12694","uc010xvz.3"
"ENST00000598988.1","chr19","+","41399371","41400365","41399371","41399371","2","41399371,41400334,","41399880,41400365,","","uc060zat.1"
"ENST00000541315.1","chr19","+","41410721","41422249","41410721","41422249","6","41410721,41410922,41414048,41418724,41419134,41422163,","41410816,41411009,41414157,41418817,41419296,41422249,","H0YH31","uc060zau.1"
"ENST00000535632.5","chr19","+","41415381","41422761","41415381","41415381","4","41415381,41419134,41422163,41422628,","41415494,41419296,41422370,41422761,","","uc060zav.1"
"ENST00000545787.1","chr19","+","41419022","41422734","41419022","41419022","3","41419022,41422163,41422628,","41419296,41422370,41422734,","","uc060zaw.1"
"ENST00000544905.1","chr19","+","41423108","41425002","41423108","41424723","2","41423108,41424501,","41423169,41425002,","H0YH20","uc060zax.1"
"ENST00000598887.1","chr19","+","41425358","41426237","41425358","41425358","2","41425358,41426085,","41425550,41426237,","","uc060zay.1"
"ENST00000691102.1","chr19","-","41425358","41427374","41425584","41426778","2","41425358,41427283,","41426810,41427374,","Q7Z7M8","uc315stc.1"
"ENST00000321702.2","chr19","-","41425358","41428730","41425584","41426778","3","41425358,41427283,41428595,","41426810,41427570,41428730,","Q7Z7M8","uc002oqs.3"
"ENST00000601616.1","chr19","-","41425410","41427558","41425410","41425410","2","41425410,41427522,","41425490,41427558,","","uc002oqt.1"
"ENST00000601379.1","chr19","-","41426055","41427362","41426055","41426055","2","41426055,41427283,","41426439,41427362,","","uc060zaz.1"
"ENST00000438807.7","chr19","-","41431317","41439910","41432283","41439899","4","41431317,41433536,41438217,41439881,","41432408,41433673,41438414,41439910,","Q9NW81","uc002oqz.3"
"ENST00000221943.14","chr19","-","41431317","41439912","41432230","41439899","6","41431317,41433271,41433536,41436391,41438217,41439881,","41432408,41433434,41433673,41436472,41438414,41439912,","Q9NW81","uc002oqw.4"
"ENST00000589503.1","chr19","-","41431318","41439537","41431318","41431318","3","41431318,41433536,41439473,","41433434,41433673,41439537,","","uc060zba.1"
"ENST00000592922.6","chr19","-","41431338","41439936","41432230","41439899","5","41431338,41433271,41433536,41438217,41439881,","41432408,41433434,41433673,41438414,41439936,","Q9NW81","uc002oqx.3"
"ENST00000594660.5","chr19","-","41431748","41436439","41431879","41436439","5","41431748,41432314,41433271,41433536,41436391,","41431888,41432408,41433434,41433673,41436439,","M0QZP7","uc060zbb.1"
"ENST00000301183.15","chr19","-","41431755","41439539","41432283","41439509","5","41431755,41433536,41436391,41438217,41439473,","41432408,41433673,41436472,41438414,41439539,","Q9NW81","uc010xwa.3"
"ENST00000589970.5","chr19","-","41431871","41439908","41432283","41439899","5","41431871,41433536,41436391,41438217,41439881,","41432408,41433673,41436472,41438414,41439908,","Q9NW81","uc002oqy.3"
"ENST00000417807.7","chr19","-","41431987","41439539","41432230","41439509","6","41431987,41433271,41433536,41436391,41438217,41439473,","41432408,41433434,41433673,41436472,41438414,41439539,","Q9NW81","uc002oqv.4"
"ENST00000590641.6","chr19","-","41432845","41439576","41433267","41439509","4","41432845,41433536,41438217,41439473,","41433434,41433673,41438414,41439576,","B4DFT4","uc010xwb.3"
"ENST00000594339.1","chr19","-","41432853","41439537","41433640","41439509","3","41432853,41433536,41439473,","41433434,41433673,41439537,","M0QX81","uc060zbc.1"
"ENST00000597457.5","chr19","-","41432928","41439905","41433048","41439899","4","41432928,41433536,41438217,41439881,","41433062,41433673,41438414,41439905,","M0R078","uc060zbd.1"
"ENST00000595425.5","chr19","-","41433223","41439908","41433267","41439899","4","41433223,41433536,41438217,41439881,","41433434,41433673,41438414,41439908,","M0QZC4","uc060zbe.1"
"ENST00000589102.1","chr19","-","41433283","41439910","41433283","41439899","5","41433283,41433536,41436428,41438234,41439881,","41433434,41433673,41436472,41438414,41439910,","K7EIV4","uc060zbf.1"
"ENST00000595407.1","chr19","-","41433439","41439896","41433439","41433439","4","41433439,41436391,41438217,41439881,","41433673,41436472,41438414,41439896,","","uc060zbg.1"
"ENST00000586786.1","chr19","-","41433626","41440717","41433626","41438393","4","41433626,41436391,41438217,41440480,","41433673,41436472,41438414,41440717,","K7ESN5","uc060zbh.1"
"ENST00000597608.1","chr19","-","41438965","41440692","41438965","41438965","1","41438965,","41440692,","","uc060zbi.1"
"ENST00000614489.1","chr19","-","41442101","41442392","41442101","41442101","1","41442101,","41442392,","","uc060zbj.1"
"ENST00000378187.3","chr19","+","41443155","41444765","41443169","41444224","2","41443155,41444005,","41443343,41444765,","A6NGS2","uc010xwc.3"
"ENST00000652333.1","chr19","-","41449519","41500644","41449519","41449519","4","41449519,41456360,41479080,41500583,","41449675,41456487,41479284,41500644,","","uc287irg.1"
"ENST00000588495.6","chr19","-","41454163","41500644","41454163","41454163","4","41454163,41479080,41494539,41500583,","41456487,41479284,41495427,41500644,","","uc002orb.7"
"ENST00000652406.2","chr19","-","41454163","41500657","41454163","41454163","4","41454163,41456360,41479080,41500583,","41454741,41456487,41479284,41500657,","","uc287iub.2"
"ENST00000651285.2","chr19","-","41454168","41457149","41454168","41454168","3","41454168,41456360,41456590,","41454727,41456487,41457149,","","uc287hde.1"
"ENST00000652511.1","chr19","-","41454168","41457149","41454168","41454168","2","41454168,41456360,","41454727,41457149,","","uc287iyb.1"
"ENST00000652127.1","chr19","-","41454168","41457280","41454168","41454168","3","41454168,41456360,41456615,","41454741,41456487,41457280,","","uc287ijj.1"
"ENST00000668141.1","chr19","-","41454168","41457282","41454168","41454168","3","41454168,41456360,41456615,","41454727,41456487,41457282,","","uc288fwq.1"
"ENST00000651291.1","chr19","-","41454168","41457386","41454168","41454168","3","41454168,41456360,41457299,","41454727,41456487,41457386,","","uc287hdk.1"
"ENST00000652484.3","chr19","-","41454168","41479776","41454168","41454168","5","41454168,41456360,41474465,41479080,41479378,","41454727,41456487,41474539,41479284,41479776,","","uc287ixa.2"
"ENST00000651651.1","chr19","-","41454168","41500629","41454168","41454168","5","41454168,41456360,41456615,41479080,41500583,","41454727,41456487,41456918,41479284,41500629,","","uc287hrc.1"
"ENST00000650748.1","chr19","-","41454168","41500644","41454168","41454168","6","41454168,41456360,41474465,41479080,41494539,41500583,","41454741,41456487,41474539,41479284,41494648,41500644,","","uc287giu.1"
"ENST00000650788.1","chr19","-","41454168","41500644","41454168","41454168","5","41454168,41456360,41474465,41479080,41500583,","41454741,41456487,41474539,41479284,41500644,","","uc287gki.1"
"ENST00000651806.2","chr19","-","41454168","41500644","41454168","41454168","4","41454168,41456360,41495301,41500583,","41454741,41456487,41495427,41500644,","","uc287hxa.1"
"ENST00000652015.1","chr19","-","41454168","41500644","41454168","41454168","3","41454168,41456360,41500583,","41454741,41456487,41500644,","","uc287ifb.1"
"ENST00000652558.1","chr19","-","41454168","41500644","41454168","41454168","4","41454168,41456360,41494539,41500583,","41454741,41456487,41495427,41500644,","","uc287izv.1"
"ENST00000656967.1","chr19","-","41454168","41500644","41454168","41454168","5","41454168,41456360,41479080,41495301,41500583,","41454727,41456487,41479284,41495427,41500644,","","uc287pmc.1"
"ENST00000664904.1","chr19","-","41454168","41500644","41454168","41454168","5","41454168,41456360,41479080,41495301,41500583,","41454741,41456487,41479284,41495427,41500644,","","uc288bcz.1"
"ENST00000783813.1","chr19","-","41454168","41500644","41454168","41454168","3","41454168,41456360,41500583,","41454701,41456487,41500644,","","uc342wbi.1"
"ENST00000651156.3","chr19","-","41454168","41500649","41454168","41454168","4","41454168,41456360,41479080,41500583,","41454727,41456487,41479284,41500649,","","uc287gyg.2"
"ENST00000652144.3","chr19","-","41454168","41500649","41454168","41454168","3","41454168,41479080,41500583,","41456487,41479284,41500649,","","uc287ika.2"
"ENST00000651016.2","chr19","-","41454168","41500667","41454168","41454168","4","41454168,41456360,41479080,41500583,","41454701,41456487,41479284,41500667,","","uc287gsy.2"
"ENST00000650804.3","chr19","-","41454168","41500679","41454168","41454168","4","41454168,41479080,41495301,41500583,","41456487,41479284,41495427,41500679,","","uc287gky.2"
"ENST00000651572.4","chr19","-","41454168","41502015","41454168","41454168","5","41454168,41456360,41495301,41500583,41500891,","41454727,41456487,41495427,41500787,41502015,","","uc287hod.3"
"ENST00000651712.1","chr19","-","41454172","41457299","41454172","41454172","2","41454172,41456360,","41454701,41457299,","","uc287htl.1"
"ENST00000652279.1","chr19","-","41454172","41457400","41454172","41454172","3","41454172,41456360,41457299,","41454741,41456487,41457400,","","uc287ipe.1"
"ENST00000651789.1","chr19","-","41454172","41479141","41454172","41454172","4","41454172,41456360,41456559,41479080,","41454741,41456509,41457251,41479141,","","uc287hwj.1"
"ENST00000599801.6","chr19","-","41454480","41479141","41454480","41454480","4","41454480,41456360,41456590,41479080,","41454727,41456487,41456923,41479141,","","uc060zbk.2"
"ENST00000594315.4","chr19","-","41455019","41500646","41455019","41455019","4","41455019,41479080,41494539,41500583,","41456487,41479284,41494648,41500646,","","uc010ehv.7"
"ENST00000597702.3","chr19","-","41455256","41500644","41455256","41455256","3","41455256,41495301,41500583,","41456487,41495427,41500644,","","uc060zbl.2"
"ENST00000595837.1","chr19","-","41455316","41500644","41455316","41455316","2","41455316,41500583,","41456487,41500644,","","uc010ehw.5"
"ENST00000595063.2","chr19","-","41455664","41479141","41455664","41455664","3","41455664,41456615,41479080,","41456487,41456923,41479141,","","uc060zbn.2"
"ENST00000652160.1","chr19","-","41455712","41500644","41455712","41455712","4","41455712,41456615,41498125,41500583,","41456487,41456923,41498337,41500644,","","uc287ikp.1"
"ENST00000598215.3","chr19","-","41456028","41500645","41456028","41456028","5","41456028,41474465,41479080,41479378,41500583,","41456487,41474539,41479284,41479536,41500645,","","uc060zbm.3"
"ENST00000651464.1","chr19","-","41457154","41500644","41457154","41457154","3","41457154,41494539,41500583,","41457254,41494648,41500644,","","uc287hka.1"
"ENST00000651979.1","chr19","-","41477168","41500641","41477168","41477168","2","41477168,41500583,","41479284,41500641,","","uc287idq.1"
"ENST00000783820.1","chr19","-","41479127","41479748","41479127","41479127","2","41479127,41479387,","41479284,41479748,","","uc342wbp.1"
"ENST00000783818.1","chr19","-","41479127","41480545","41479127","41479127","3","41479127,41479378,41480458,","41479284,41479536,41480545,","","uc342wbn.1"
"ENST00000783816.1","chr19","-","41479127","41500644","41479127","41479127","4","41479127,41494539,41495301,41500583,","41479284,41494648,41495427,41500644,","","uc342wbl.1"
"ENST00000783817.1","chr19","-","41479127","41500644","41479127","41479127","4","41479127,41479378,41495301,41500583,","41479284,41479536,41495427,41500644,","","uc342wbm.1"
"ENST00000783814.1","chr19","-","41479127","41500646","41479127","41479127","3","41479127,41485215,41500583,","41479284,41485497,41500646,","","uc342wbj.1"
"ENST00000783815.1","chr19","-","41479127","41500646","41479127","41479127","3","41479127,41495301,41500583,","41479281,41495427,41500646,","","uc342wbk.1"
"ENST00000650991.1","chr19","-","41493912","41500644","41493912","41493912","2","41493912,41500583,","41495427,41500644,","","uc287grz.1"
"ENST00000783996.1","chr19","+","41499293","41515655","41499293","41499293","2","41499293,41514975,","41499381,41515655,","","uc342wij.1"
"ENST00000783819.1","chr19","-","41500630","41501255","41500630","41500630","1","41500630,","41501255,","","uc342wbo.1"
"ENST00000600996.1","chr19","+","41506151","41506898","41506151","41506151","1","41506151,","41506898,","","uc286pmc.1"
"ENST00000598554.1","chr19","-","41521042","41521989","41521042","41521042","2","41521042,41521840,","41521787,41521989,","","uc286pmd.1"
"ENST00000690696.3","chr19","-","41530215","41531859","41530215","41530215","1","41530215,","41531859,","","uc315sdl.3"
"ENST00000716303.1","chr19","+","41530800","41536904","41530800","41530800","5","41530800,41531425,41531869,41535727,41536597,","41531333,41531575,41532005,41535783,41536904,","","uc339bgz.1"
"ENST00000788812.1","chr19","+","41530873","41536904","41530873","41530873","5","41530873,41531497,41531869,41535727,41536597,","41531333,41531575,41532005,41535783,41536904,","","uc343dln.1"
"ENST00000788813.1","chr19","+","41530984","41536902","41530984","41530984","4","41530984,41531869,41535727,41536600,","41531575,41532005,41535783,41536902,","","uc343dlo.1"
"ENST00000788814.1","chr19","+","41530988","41536902","41530988","41530988","4","41530988,41531497,41535727,41536600,","41531333,41531575,41535783,41536902,","","uc343dlp.1"
"ENST00000788815.1","chr19","+","41531076","41536900","41531076","41531076","4","41531076,41531497,41535727,41536597,","41531333,41531575,41535783,41536900,","","uc343dlq.1"
"ENST00000788816.1","chr19","+","41531082","41536902","41531082","41531082","5","41531082,41531497,41531869,41535727,41536600,","41531333,41531575,41532005,41535783,41536902,","","uc343dlr.1"
"ENST00000788817.1","chr19","+","41531100","41536902","41531100","41531100","4","41531100,41531425,41535727,41536597,","41531333,41531575,41535783,41536902,","","uc343dls.1"
"ENST00000788803.1","chr19","+","41531100","41540896","41531100","41531100","4","41531100,41535727,41537149,41540011,","41531575,41535783,41537263,41540896,","","uc343dle.1"
"ENST00000788819.1","chr19","+","41531103","41536902","41531103","41531103","4","41531103,41531425,41535727,41536600,","41531333,41531575,41535783,41536902,","","uc343dlu.1"
"ENST00000788836.1","chr19","+","41531104","41532575","41531104","41531104","1","41531104,","41532575,","","uc343dml.1"
"ENST00000788818.1","chr19","+","41531104","41536904","41531104","41531104","3","41531104,41535713,41536597,","41532005,41535783,41536904,","","uc343dlt.1"
"ENST00000788804.1","chr19","+","41531104","41540899","41531104","41531104","4","41531104,41535727,41537096,41540011,","41532005,41535783,41537263,41540899,","","uc343dlf.1"
"ENST00000788820.1","chr19","+","41531109","41536904","41531109","41531109","5","41531109,41531497,41531869,41535713,41536597,","41531333,41531575,41532005,41535783,41536904,","","uc343dlv.1"
"ENST00000788821.1","chr19","+","41531110","41536902","41531110","41531110","4","41531110,41531869,41535727,41536597,","41531575,41532005,41535783,41536902,","","uc343dlw.1"
"ENST00000788805.1","chr19","+","41531145","41540899","41531145","41531145","5","41531145,41531852,41535727,41537096,41540011,","41531575,41532005,41535783,41537263,41540899,","","uc343dlg.1"
"ENST00000788837.1","chr19","+","41531198","41532575","41531198","41531198","2","41531198,41531497,","41531333,41532575,","","uc343dmm.1"
"ENST00000788824.1","chr19","+","41531198","41536897","41531198","41531198","5","41531198,41531497,41531852,41535727,41536597,","41531333,41531575,41532005,41535783,41536897,","","uc343dlz.1"
"ENST00000788823.1","chr19","+","41531198","41536902","41531198","41531198","5","41531198,41531425,41531869,41535727,41536542,","41531333,41531575,41532005,41535783,41536902,","","uc343dly.1"
"ENST00000788811.1","chr19","+","41531201","41540330","41531201","41531201","5","41531201,41531497,41535727,41537096,41540011,","41531333,41531575,41535783,41537263,41540330,","","uc343dlm.1"
"ENST00000599316.2","chr19","+","41531205","41532283","41531205","41531205","2","41531205,41531425,","41531333,41532283,","","uc060zbo.2"
"ENST00000788808.1","chr19","+","41531267","41540703","41531267","41531267","5","41531267,41531425,41535713,41537096,41540011,","41531333,41531575,41535783,41537263,41540703,","","uc343dlj.1"
"ENST00000599770.1","chr19","+","41531286","41532174","41531286","41531286","2","41531286,41531869,","41531575,41532174,","","uc060zbp.1"
"ENST00000788826.1","chr19","+","41531301","41536895","41531301","41531301","3","41531301,41535727,41536597,","41531575,41535783,41536895,","","uc343dmb.1"
"ENST00000788825.1","chr19","+","41531301","41536902","41531301","41531301","5","41531301,41531497,41531869,41535727,41536542,","41531333,41531575,41532005,41535783,41536902,","","uc343dma.1"
"ENST00000788806.1","chr19","+","41531301","41540899","41531301","41531301","5","41531301,41531869,41535713,41537096,41540011,","41531575,41532005,41535783,41537263,41540899,","","uc343dlh.1"
"ENST00000788807.1","chr19","+","41531301","41540899","41531301","41531301","4","41531301,41535727,41537096,41540011,","41531575,41535783,41537263,41540899,","","uc343dli.1"
"ENST00000788827.1","chr19","+","41531324","41536900","41531324","41531324","4","41531324,41531869,41535713,41536597,","41531575,41532005,41535783,41536900,","","uc343dmc.1"
"ENST00000788828.1","chr19","+","41531518","41536902","41531518","41531518","4","41531518,41531869,41535713,41536600,","41531575,41532005,41535783,41536902,","","uc343dmd.1"
"ENST00000788809.1","chr19","+","41531689","41540899","41531689","41531689","4","41531689,41535713,41537096,41540011,","41532005,41535783,41537263,41540899,","","uc343dlk.1"
"ENST00000788829.1","chr19","+","41531692","41536904","41531692","41531692","4","41531692,41535531,41535727,41536597,","41532005,41535601,41535783,41536904,","","uc343dme.1"
"ENST00000788830.1","chr19","+","41531693","41536904","41531693","41531693","3","41531693,41535727,41536542,","41532005,41535783,41536904,","","uc343dmf.1"
"ENST00000788831.1","chr19","+","41531695","41536905","41531695","41531695","3","41531695,41535727,41536597,","41532005,41535783,41536905,","","uc343dmg.1"
"ENST00000788841.1","chr19","+","41531706","41532580","41531706","41531706","2","41531706,41532519,","41532005,41532580,","","uc343dmq.1"
"ENST00000788832.1","chr19","+","41531706","41536904","41531706","41531706","3","41531706,41535713,41536600,","41532005,41535783,41536904,","","uc343dmh.1"
"ENST00000788833.1","chr19","+","41531706","41536904","41531706","41531706","3","41531706,41535727,41536600,","41532005,41535783,41536904,","","uc343dmi.1"
"ENST00000788810.1","chr19","+","41531707","41540899","41531707","41531707","5","41531707,41535420,41535713,41537096,41540011,","41532005,41535601,41535783,41537263,41540899,","","uc343dll.1"
"ENST00000788834.1","chr19","+","41531708","41536904","41531708","41531708","3","41531708,41535713,41536542,","41532005,41535783,41536904,","","uc343dmj.1"
"ENST00000597199.2","chr19","+","41535180","41536902","41535180","41535180","1","41535180,","41536902,","","uc060zbq.2"
"ENST00000483481.3","chr19","+","41535182","41536905","41535182","41535182","3","41535182,41535727,41536597,","41535601,41535783,41536905,","","uc060zbs.2"
"ENST00000685659.3","chr19","+","41535182","41536905","41535182","41535182","3","41535182,41535713,41536597,","41535601,41535783,41536905,","","uc315krn.3"
"ENST00000788822.1","chr19","+","41535182","41540899","41535182","41535182","4","41535182,41535727,41537096,41540011,","41535601,41535783,41537263,41540899,","","uc343dlx.1"
"ENST00000487420.3","chr19","+","41535339","41536904","41535339","41535339","2","41535339,41536597,","41535783,41536904,","","uc060zbr.2"
"ENST00000494375.3","chr19","+","41535400","41536907","41535400","41535400","3","41535400,41535713,41536600,","41535601,41535783,41536907,","","uc060zbt.2"
"ENST00000688356.2","chr19","+","41535532","41536907","41535532","41535532","3","41535532,41535713,41536542,","41535601,41535783,41536907,","","uc315orj.2"
"ENST00000702782.2","chr19","+","41535541","41536907","41535541","41535541","3","41535541,41535727,41536600,","41535601,41535783,41536907,","","uc316hqp.2"
"ENST00000788838.1","chr19","+","41535555","41536904","41535555","41535555","3","41535555,41535727,41536542,","41535601,41535783,41536904,","","uc343dmn.1"
"ENST00000788839.1","chr19","+","41535566","41536902","41535566","41535566","2","41535566,41536600,","41535783,41536902,","","uc343dmo.1"
"ENST00000788840.1","chr19","+","41535566","41536902","41535566","41535566","2","41535566,41536542,","41535783,41536902,","","uc343dmp.1"
"ENST00000788835.1","chr19","+","41535566","41540704","41535566","41535566","3","41535566,41537096,41540011,","41535783,41537263,41540704,","","uc343dmk.1"
"ENST00000778906.1","chr19","-","41542039","41542797","41542039","41542039","2","41542039,41542522,","41542228,41542797,","","uc342ous.1"
"ENST00000778905.1","chr19","-","41542039","41546561","41542039","41542039","2","41542039,41546345,","41542228,41546561,","","uc342our.1"
"ENST00000778904.1","chr19","-","41542041","41546612","41542041","41542041","2","41542041,41546504,","41542228,41546612,","","uc342ouq.1"
"ENST00000595649.5","chr19","+","41545191","41555251","41545191","41545191","7","41545191,41549519,41551179,41551752,41553705,41554950,41555209,","41545196,41549552,41551494,41551828,41553746,41555099,41555251,","","uc060zbu.1"
"ENST00000618577.4","chr19","+","41549517","41565608","41549517","41549517","3","41549517,41564681,41565567,","41549552,41565056,41565608,","","uc060zbv.1"
"ENST00000407170.6","chr19","+","41549517","41586843","41579312","41585871","8","41549517,41564681,41577199,41579269,41584346,41585442,41585839,41586463,","41549552,41565056,41577559,41579628,41584443,41585495,41585871,41586843,","A0A0B4J1W4","uc002orc.3"
"ENST00000601116.5","chr19","+","41549519","41550705","41549519","41549519","2","41549519,41550137,","41549552,41550705,","","uc060zbw.1"
"ENST00000595395.1","chr19","+","41549519","41555462","41549519","41549519","5","41549519,41551179,41553705,41554950,41555209,","41549552,41551302,41553746,41555099,41555462,","","uc060zbx.1"
"ENST00000623532.1","chr19","-","41551567","41552274","41551567","41551567","1","41551567,","41552274,","","uc060zby.1"
"ENST00000482870.6","chr19","+","41564681","41586810","41564681","41564681","6","41564681,41577199,41579352,41584349,41585442,41586434,","41565056,41577559,41579628,41584443,41585495,41586810,","","uc060zbz.1"
"ENST00000401445.4","chr19","+","41576165","41586844","41576274","41585871","7","41576165,41577199,41579352,41584346,41585442,41585839,41586463,","41576338,41577559,41579628,41584443,41585495,41585871,41586844,","Q3KPI0","uc002ore.6"
"ENST00000457737.5","chr19","+","41576178","41586840","41576274","41579421","7","41576178,41577199,41579269,41584349,41585442,41585839,41586463,","41576338,41577559,41579628,41584443,41585495,41585871,41586840,","Q3KPI0","uc060zca.1"
"ENST00000187608.13","chr19","+","41576234","41586844","41576274","41585871","7","41576234,41577199,41579352,41584349,41585442,41585839,41586463,","41576338,41577559,41579628,41584443,41585495,41585871,41586844,","Q3KPI0","uc002org.5"
"ENST00000632983.1","chr19","+","41579520","41586844","41579520","41585871","6","41579520,41584349,41585442,41585839,41586153,41586463,","41579628,41584443,41585495,41585871,41586195,41586844,","A0A0J9YX60","uc284pmr.1"
"ENST00000483806.1","chr19","+","41599734","41605221","41599734","41599734","3","41599734,41601211,41604962,","41599797,41601527,41605221,","","uc286pme.1"
"ENST00000473762.2","chr19","+","41602242","41605984","41602242","41602242","3","41602242,41604163,41604840,","41602552,41604257,41605984,","","uc286pmf.1"
"ENST00000593340.1","chr19","-","41605340","41605671","41605340","41605340","2","41605340,41605541,","41605512,41605671,","","uc286pmg.1"
"ENST00000221954.7","chr19","-","41619014","41627074","41619329","41626963","7","41619014,41619669,41620210,41620574,41621650,41625600,41626899,","41619395,41619711,41620242,41620627,41621768,41625960,41627074,","O75871","uc002orh.2"
"ENST00000600925.1","chr19","-","41619544","41627074","41619567","41626963","6","41619544,41620210,41620574,41621650,41625600,41626899,","41619711,41620242,41620621,41621768,41625960,41627074,","M0R363","uc010xwd.1"
"ENST00000472081.1","chr19","-","41625566","41627074","41625566","41625566","2","41625566,41626899,","41625960,41627074,","","uc060zcc.1"
"ENST00000771397.1","chr19","+","41627213","41638646","41627213","41627213","3","41627213,41632395,41638341,","41627322,41632513,41638646,","","uc342dwi.1"
"ENST00000771398.1","chr19","+","41627225","41638469","41627225","41627225","2","41627225,41638341,","41627322,41638469,","","uc342dwj.1"
"ENST00000594491.1","chr19","-","41638568","41638899","41638568","41638568","1","41638568,","41638899,","","uc286pmh.1"
"ENST00000597858.1","chr19","-","41639658","41640602","41639658","41639658","2","41639658,41640548,","41639859,41640602,","","uc286pmi.1"
"ENST00000820896.1","chr19","-","41641547","41663300","41641547","41641547","2","41641547,41663210,","41641858,41663300,","","uc344yvf.1"
"ENST00000600532.1","chr19","+","41652675","41652963","41652675","41652675","1","41652675,","41652963,","","uc286pmj.1"
"ENST00000835184.1","chr19","+","41671851","41685999","41671851","41671851","3","41671851,41683852,41685833,","41672006,41683959,41685999,","","uc345tyh.1"
"ENST00000401731.6","chr19","-","41673302","41688270","41677411","41688165","5","41673302,41677375,41683784,41686858,41688101,","41674739,41677503,41684063,41687221,41688270,","Q14002","uc010ehx.4"
"ENST00000006724.7","chr19","-","41673306","41688367","41677411","41688165","5","41673306,41677375,41683784,41686858,41688101,","41674759,41677503,41684063,41687221,41688367,","Q14002","uc002ori.2"
"ENST00000602225.1","chr19","-","41677408","41688167","41677411","41688165","3","41677408,41686858,41688101,","41677503,41687221,41688167,","Q14002","uc010ehy.2"
"ENST00000599715.1","chr19","-","41684044","41706976","41684044","41684044","4","41684044,41686858,41703798,41706932,","41684063,41687221,41703914,41706976,","","uc060zcd.1"
"ENST00000398599.8","chr19","+","41708584","41729345","41708731","41727316","10","41708584,41709679,41714970,41715649,41717457,41718127,41719929,41720921,41727233,41729183,","41708795,41710039,41715249,41715904,41717733,41718382,41720208,41721176,41727352,41729345,","P06731","uc002orj.2"
"ENST00000460121.1","chr19","+","41708620","41710083","41708620","41708620","2","41708620,41709679,","41708795,41710083,","","uc060zcf.1"
"ENST00000596606.1","chr19","+","41708625","41715870","41708625","41708625","3","41708625,41709679,41714970,","41708795,41710039,41715870,","","uc060zcg.1"
"ENST00000221992.11","chr19","+","41708625","41730433","41708731","41727316","10","41708625,41709679,41714970,41715649,41717454,41718127,41719929,41720921,41727233,41729183,","41708795,41710039,41715249,41715904,41717733,41718382,41720208,41721176,41727352,41730433,","P06731","uc002orl.5"
"ENST00000615021.4","chr19","+","41708648","41727352","41708731","41727316","7","41708648,41709679,41717454,41718127,41719929,41720921,41727233,","41708795,41710039,41717733,41718382,41720208,41721176,41727352,","A0A087WYX0","uc032hya.2"
"ENST00000617332.4","chr19","+","41708648","41727352","41708731","41727316","9","41708648,41709679,41714970,41715649,41717454,41718127,41719929,41720921,41727233,","41708795,41710039,41715249,41715904,41717733,41718382,41720208,41721176,41727352,","P06731","uc060zci.1"
"ENST00000405816.5","chr19","+","41708648","41729335","41708731","41727316","10","41708648,41709679,41714970,41715649,41717454,41718127,41719929,41720921,41727233,41729209,","41708795,41710039,41715249,41715904,41717733,41718382,41720208,41721176,41727352,41729335,","P06731","uc060zcj.1"
"ENST00000435837.2","chr19","+","41708656","41756737","41708731","41756737","2","41708656,41756599,","41708795,41756737,","M0QYM2","uc060zck.1"
"ENST00000595403.1","chr19","+","41709715","41720028","41709715","41720028","2","41709715,41719929,","41710039,41720028,","M0QX98","uc060zcl.1"
"ENST00000595113.1","chr19","+","41709913","41717630","41709913","41717630","3","41709913,41714970,41717454,","41710039,41715249,41717630,","M0R3J1","uc060zcm.1"
