#"bin","chrom","chromStart","chromEnd","name","length","cpgNum","gcNum","perCpg","perGc","obsExp"
"733","chr19","19405212","19406574","CpG: 153","1362","153","898","22.5","65.9","1.04"
"733","chr19","19501129","19501498","CpG: 26","369","26","247","14.1","66.9","0.63"
"733","chr19","19501907","19502119","CpG: 23","212","23","141","21.7","66.5","0.99"
"733","chr19","19514145","19516449","CpG: 211","2304","211","1491","18.3","64.7","0.88"
"733","chr19","19528743","19528979","CpG: 29","236","29","169","24.6","71.6","0.97"
"733","chr19","19529093","19529333","CpG: 16","240","16","156","13.3","65","0.63"
"734","chr19","19532315","19532518","CpG: 24","203","24","138","23.6","68","1.03"
"734","chr19","19537325","19538581","CpG: 102","1256","102","776","16.2","61.8","0.85"
"734","chr19","19539874","19541238","CpG: 121","1364","121","941","17.7","69","0.76"
"734","chr19","19543958","19546009","CpG: 182","2051","182","1409","17.7","68.7","0.75"
"734","chr19","19618318","19619005","CpG: 60","687","60","427","17.5","62.2","0.97"
"734","chr19","19626576","19627114","CpG: 38","538","38","357","14.1","66.4","0.65"
"734","chr19","19627763","19629012","CpG: 117","1249","117","791","18.7","63.3","0.93"
"734","chr19","19634666","19634920","CpG: 22","254","22","167","17.3","65.7","0.8"
"734","chr19","19637435","19638322","CpG: 72","887","72","632","16.2","71.3","0.65"
"734","chr19","19643475","19643698","CpG: 25","223","25","151","22.4","67.7","0.99"
"734","chr19","19653822","19654064","CpG: 18","242","18","164","14.9","67.8","0.65"
"735","chr19","19663182","19663958","CpG: 84","776","84","542","21.6","69.8","0.89"
"735","chr19","19668666","19669337","CpG: 57","671","57","466","17","69.4","0.71"
"735","chr19","19732673","19733134","CpG: 45","461","45","318","19.5","69","0.82"
"736","chr19","19860768","19861054","CpG: 20","286","20","192","14","67.1","0.63"
"736","chr19","19901101","19901429","CpG: 25","328","25","210","15.2","64","0.74"
"737","chr19","20039046","20039366","CpG: 33","320","33","225","20.6","70.3","0.84"
"737","chr19","20051963","20052298","CpG: 26","335","26","210","15.5","62.7","0.8"
"745","chr19","21082358","21082627","CpG: 19","269","19","176","14.1","65.4","0.66"
"748","chr19","21463526","21463734","CpG: 18","208","18","143","17.3","68.8","0.73"
"748","chr19","21474767","21475233","CpG: 39","466","39","310","16.7","66.5","0.76"
"748","chr19","21483287","21484074","CpG: 56","787","56","532","14.2","67.6","0.63"
"749","chr19","21505820","21506037","CpG: 17","217","17","139","15.7","64.1","0.77"
"749","chr19","21586387","21586984","CpG: 65","597","65","440","21.8","73.7","0.8"
"750","chr19","21677990","21678214","CpG: 22","224","22","149","19.6","66.5","0.89"
"750","chr19","21750632","21751051","CpG: 40","419","40","299","19.1","71.4","0.77"
"751","chr19","21767101","21767415","CpG: 23","314","23","203","14.6","64.6","0.7"
"751","chr19","21835792","21836025","CpG: 18","233","18","157","15.5","67.4","0.68"
"751","chr19","21851592","21852141","CpG: 42","549","42","360","15.3","65.6","0.71"
"752","chr19","21940850","21941084","CpG: 23","234","23","162","19.7","69.2","0.84"
"752","chr19","22010528","22010781","CpG: 18","253","18","170","14.2","67.2","0.63"
"754","chr19","22261639","22261913","CpG: 26","274","26","176","19","64.2","0.95"
"755","chr19","22286565","22286885","CpG: 23","320","23","210","14.4","65.6","0.67"
"756","chr19","22517594","22518459","CpG: 69","865","69","538","16","62.2","0.83"
"756","chr19","22532461","22532774","CpG: 25","313","25","211","16","67.4","0.73"
"757","chr19","22617890","22618239","CpG: 28","349","28","219","16","62.8","0.82"
"757","chr19","22634472","22634744","CpG: 20","272","20","189","14.7","69.5","0.61"
"758","chr19","22709044","22709269","CpG: 22","225","22","158","19.6","70.2","0.8"
"759","chr19","22807207","22807849","CpG: 61","642","61","438","19","68.2","0.82"
"759","chr19","22893803","22894218","CpG: 40","415","40","294","19.3","70.8","0.78"
"759","chr19","22901422","22902005","CpG: 44","583","44","406","15.1","69.6","0.62"
"759","chr19","22925269","22925538","CpG: 38","269","38","207","28.3","77","0.97"
"760","chr19","23002760","23003248","CpG: 34","488","34","311","13.9","63.7","0.69"
"761","chr19","23070513","23070749","CpG: 17","236","17","156","14.4","66.1","0.66"
"761","chr19","23070994","23071580","CpG: 50","586","50","397","17.1","67.7","0.75"
"761","chr19","23075155","23075716","CpG: 47","561","47","380","16.8","67.7","0.73"
"761","chr19","23116925","23117365","CpG: 35","440","35","287","15.9","65.2","0.75"
"762","chr19","23203847","23204267","CpG: 37","420","37","290","17.6","69","0.74"
"762","chr19","23273772","23274066","CpG: 32","294","32","209","21.8","71.1","0.86"
"764","chr19","23470889","23471442","CpG: 44","553","44","351","15.9","63.5","0.79"
"766","chr19","23758438","23758736","CpG: 21","298","21","199","14.1","66.8","0.63"
"766","chr19","23762911","23763326","CpG: 32","415","32","277","15.4","66.7","0.69"
"767","chr19","23971655","23971957","CpG: 32","302","32","209","21.2","69.2","0.89"
"797","chr19","27793620","27794221","CpG: 42","601","42","367","14","61.1","0.79"
"797","chr19","27805935","27806195","CpG: 19","260","19","175","14.6","67.3","0.65"
"797","chr19","27909372","27909925","CpG: 45","553","45","398","16.3","72","0.65"
"804","chr19","28727094","28727826","CpG: 67","732","67","491","18.3","67.1","0.81"
"804","chr19","28793406","28794103","CpG: 82","697","82","478","23.5","68.6","1"
"806","chr19","29093039","29093357","CpG: 31","318","31","211","19.5","66.4","0.93"
"807","chr19","29212663","29213424","CpG: 91","761","91","552","23.9","72.5","0.91"
"810","chr19","29524874","29530460","CpG: 472","5586","472","3597","16.9","64.4","0.82"
"810","chr19","29606158","29606372","CpG: 25","214","25","137","23.4","64","1.16"
"810","chr19","29610326","29610545","CpG: 20","219","20","156","18.3","71.2","0.72"
"811","chr19","29665131","29665888","CpG: 91","757","91","573","24","75.7","0.84"
"811","chr19","29673861","29674649","CpG: 75","788","75","533","19","67.6","0.83"
"811","chr19","29714983","29715590","CpG: 69","607","69","474","22.7","78.1","0.75"
"811","chr19","29724325","29724687","CpG: 35","362","35","233","19.3","64.4","0.93"
"812","chr19","29811388","29812774","CpG: 137","1386","137","796","19.8","57.4","1.21"
"812","chr19","29843533","29843781","CpG: 21","248","21","177","16.9","71.4","0.66"
"812","chr19","29844339","29845328","CpG: 99","989","99","702","20","71","0.83"
"812","chr19","29872295","29872620","CpG: 28","325","28","221","17.2","68","0.75"
"812","chr19","29873128","29873708","CpG: 65","580","65","441","22.4","76","0.78"
"813","chr19","29901706","29902045","CpG: 41","339","41","226","24.2","66.7","1.12"
"813","chr19","29942097","29942958","CpG: 110","861","110","600","25.6","69.7","1.06"
"815","chr19","30222501","30222958","CpG: 51","457","51","352","22.3","77","0.75"
"815","chr19","30224642","30224846","CpG: 21","204","21","114","20.6","55.9","1.33"
"815","chr19","30225421","30229063","CpG: 263","3642","263","2010","14.4","55.2","0.96"
"816","chr19","30374776","30375457","CpG: 90","681","90","496","26.4","72.8","1"
"817","chr19","30443915","30445719","CpG: 131","1804","131","1165","14.5","64.6","0.7"
"817","chr19","30450946","30451274","CpG: 30","328","30","225","18.3","68.6","0.78"
"819","chr19","30719610","30719977","CpG: 46","367","46","272","25.1","74.1","0.93"
"823","chr19","31279013","31279307","CpG: 22","294","22","181","15","61.6","0.79"
"824","chr19","31348729","31352143","CpG: 336","3414","336","2117","19.7","62","1.02"
"824","chr19","31352974","31353277","CpG: 31","303","31","188","20.5","62","1.06"
"824","chr19","31357040","31357303","CpG: 26","263","26","176","19.8","66.9","0.89"
"830","chr19","32224478","32224784","CpG: 27","306","27","180","17.6","58.8","1.02"
"831","chr19","32345447","32345934","CpG: 52","487","52","335","21.4","68.8","0.91"
"832","chr19","32405069","32406327","CpG: 142","1258","142","877","22.6","69.7","0.93"
"833","chr19","32580969","32581902","CpG: 99","933","99","667","21.2","71.5","0.83"
"833","chr19","32605562","32605798","CpG: 16","236","16","156","13.6","66.1","0.62"
"834","chr19","32674360","32677193","CpG: 304","2833","304","1932","21.5","68.2","0.92"
"834","chr19","32691703","32692656","CpG: 99","953","99","631","20.8","66.2","0.96"
"834","chr19","32719547","32720064","CpG: 52","517","52","379","20.1","73.3","0.76"
"834","chr19","32720875","32721174","CpG: 28","299","28","210","18.7","70.2","0.76"
"836","chr19","32971809","32972402","CpG: 48","593","48","363","16.2","61.2","0.86"
"837","chr19","33064340","33065525","CpG: 123","1185","123","816","20.8","68.9","0.87"
"837","chr19","33080852","33081288","CpG: 38","436","38","298","17.4","68.3","0.76"
"837","chr19","33132004","33132325","CpG: 33","321","33","206","20.6","64.2","1"
"837","chr19","33134561","33134899","CpG: 34","338","34","249","20.1","73.7","0.75"
"838","chr19","33176536","33177759","CpG: 105","1223","105","759","17.2","62.1","0.89"
"838","chr19","33194019","33195179","CpG: 153","1160","153","848","26.4","73.1","0.99"
"838","chr19","33205283","33207287","CpG: 154","2004","154","1387","15.4","69.2","0.64"
"838","chr19","33225406","33225735","CpG: 42","329","42","247","25.5","75.1","0.91"
"838","chr19","33226606","33227377","CpG: 68","771","68","492","17.6","63.8","0.88"
"838","chr19","33235748","33236194","CpG: 33","446","33","293","14.8","65.7","0.69"
"839","chr19","33301155","33304038","CpG: 302","2883","302","1888","21","65.5","0.98"
"839","chr19","33373270","33374272","CpG: 127","1002","127","692","25.3","69.1","1.06"
"839","chr19","33387876","33388079","CpG: 22","203","22","141","21.7","69.5","0.9"
"839","chr19","33401669","33401874","CpG: 17","205","17","131","16.6","63.9","0.82"
"840","chr19","33521365","33521812","CpG: 56","447","56","332","25.1","74.3","0.91"
"841","chr19","33621373","33623447","CpG: 228","2074","228","1377","22","66.4","1"
"841","chr19","33684438","33684862","CpG: 31","424","31","254","14.6","59.9","0.82"
"842","chr19","33772038","33773001","CpG: 93","963","93","642","19.3","66.7","0.88"
"842","chr19","33778158","33778384","CpG: 26","226","26","174","23","77","0.8"
"842","chr19","33795279","33797757","CpG: 250","2478","250","1519","20.2","61.3","1.08"
"842","chr19","33811263","33811663","CpG: 40","400","40","256","20","64","0.98"
"843","chr19","33819839","33820612","CpG: 59","773","59","542","15.3","70.1","0.62"
"843","chr19","33905566","33907174","CpG: 127","1608","127","1061","15.8","66","0.73"
"845","chr19","34134286","34134845","CpG: 48","559","48","350","17.2","62.6","0.89"
"845","chr19","34172026","34173155","CpG: 124","1129","124","758","22","67.1","0.98"
"846","chr19","34254313","34255299","CpG: 97","986","97","576","19.7","58.4","1.16"
"847","chr19","34359166","34359682","CpG: 56","516","56","355","21.7","68.8","0.95"
"847","chr19","34365005","34366010","CpG: 85","1005","85","644","16.9","64.1","0.83"
"847","chr19","34404247","34404907","CpG: 67","660","67","461","20.3","69.8","0.84"
"847","chr19","34428515","34429055","CpG: 60","540","60","365","22.2","67.6","0.99"
"848","chr19","34481149","34482740","CpG: 209","1591","209","1136","26.3","71.4","1.03"
"848","chr19","34497843","34498046","CpG: 14","203","14","136","13.8","67","0.63"
"848","chr19","34577501","34577992","CpG: 43","491","43","308","17.5","62.7","0.93"
"849","chr19","34677240","34678074","CpG: 85","834","85","535","20.4","64.1","1.01"
"106","chr19","34734015","34734411","CpG: 44","396","44","270","22.2","68.2","0.96"
"850","chr19","34772743","34773370","CpG: 60","627","60","384","19.1","61.2","1.02"
"850","chr19","34832627","34833048","CpG: 36","421","36","278","17.1","66","0.8"
"850","chr19","34838819","34839277","CpG: 41","458","41","297","17.9","64.8","0.86"
"851","chr19","34905034","34905572","CpG: 50","538","50","343","18.6","63.8","0.94"
"851","chr19","34926797","34927313","CpG: 51","516","51","342","19.8","66.3","0.9"
"851","chr19","34963563","34964343","CpG: 75","780","75","563","19.2","72.2","0.74"
"852","chr19","35000213","35001116","CpG: 89","903","89","649","19.7","71.9","0.79"
"852","chr19","35021685","35021905","CpG: 21","220","21","156","19.1","70.9","0.77"
"852","chr19","35030258","35031303","CpG: 129","1045","129","766","24.7","73.3","0.93"
"852","chr19","35032540","35032749","CpG: 16","209","16","133","15.3","63.6","0.8"
"852","chr19","35040876","35041087","CpG: 19","211","19","145","18","68.7","0.81"
"852","chr19","35059646","35059928","CpG: 25","282","25","200","17.7","70.9","0.71"
"852","chr19","35124508","35124761","CpG: 23","253","23","167","18.2","66","0.84"
"852","chr19","35126349","35126736","CpG: 37","387","37","284","19.1","73.4","0.71"
"853","chr19","35141315","35141668","CpG: 32","353","32","262","18.1","74.2","0.72"
"853","chr19","35143257","35143725","CpG: 32","468","32","318","13.7","67.9","0.6"
"853","chr19","35154694","35155144","CpG: 36","450","36","314","16","69.8","0.76"
"853","chr19","35224720","35225217","CpG: 34","497","34","334","13.7","67.2","0.61"
"853","chr19","35247887","35249647","CpG: 139","1760","139","1162","15.8","66","0.73"
"854","chr19","35267133","35269962","CpG: 258","2829","258","1649","18.2","58.3","1.08"
"854","chr19","35278974","35279201","CpG: 16","227","16","147","14.1","64.8","0.67"
"854","chr19","35295648","35296059","CpG: 29","411","29","268","14.1","65.2","0.67"
"854","chr19","35300126","35300386","CpG: 21","260","21","178","16.2","68.5","0.69"
"854","chr19","35309815","35310128","CpG: 33","313","33","217","21.1","69.3","0.88"
"854","chr19","35351527","35352284","CpG: 56","757","56","528","14.8","69.7","0.62"
"856","chr19","35533280","35533901","CpG: 43","621","43","376","13.8","60.5","0.76"
"856","chr19","35545100","35546087","CpG: 96","987","96","653","19.5","66.2","0.89"
"856","chr19","35557654","35558771","CpG: 82","1117","82","695","14.7","62.2","0.78"
"856","chr19","35612652","35612902","CpG: 33","250","33","175","26.4","70","1.1"
"856","chr19","35628997","35629372","CpG: 40","375","40","249","21.3","66.4","0.98"
"856","chr19","35637200","35637514","CpG: 24","314","24","196","15.3","62.4","0.79"
"856","chr19","35643251","35644879","CpG: 128","1628","128","1078","15.7","66.2","0.72"
"857","chr19","35673175","35673384","CpG: 20","209","20","146","19.1","69.9","0.78"
"857","chr19","35702178","35702803","CpG: 50","625","50","401","16","64.2","0.78"
"857","chr19","35704365","35704573","CpG: 21","208","21","143","20.2","68.8","0.85"
"857","chr19","35716370","35718789","CpG: 245","2419","245","1657","20.3","68.5","0.86"
"857","chr19","35719785","35720024","CpG: 19","239","19","167","15.9","69.9","0.66"
"857","chr19","35723726","35724012","CpG: 24","286","24","197","16.8","68.9","0.71"
"857","chr19","35738073","35738603","CpG: 36","530","36","320","13.6","60.4","0.75"
"857","chr19","35740285","35741318","CpG: 84","1033","84","677","16.3","65.5","0.78"
"857","chr19","35744906","35745647","CpG: 56","741","56","455","15.1","61.4","0.8"
"857","chr19","35748771","35748983","CpG: 17","212","17","131","16","61.8","0.86"
"857","chr19","35755583","35757081","CpG: 109","1498","109","960","14.6","64.1","0.73"
"857","chr19","35758078","35758406","CpG: 32","328","32","222","19.5","67.7","0.87"
"857","chr19","35775332","35775867","CpG: 58","535","58","332","21.7","62.1","1.13"
"858","chr19","35844092","35844419","CpG: 30","327","30","226","18.3","69.1","0.77"
"858","chr19","35845373","35846236","CpG: 80","863","80","598","18.5","69.3","0.77"
"858","chr19","35856142","35857199","CpG: 76","1057","76","719","14.4","68","0.62"
"858","chr19","35860538","35861265","CpG: 57","727","57","461","15.7","63.4","0.8"
"858","chr19","35868330","35868873","CpG: 54","543","54","349","19.9","64.3","1.02"
"858","chr19","35869362","35869933","CpG: 47","571","47","389","16.5","68.1","0.72"
"858","chr19","35874551","35874922","CpG: 30","371","30","248","16.2","66.8","0.72"
"858","chr19","35898643","35899065","CpG: 32","422","32","275","15.2","65.2","0.72"
"858","chr19","35899711","35900687","CpG: 86","976","86","660","17.6","67.6","0.78"
"859","chr19","35931508","35931805","CpG: 35","297","35","203","23.6","68.4","1.01"
"859","chr19","35936271","35936820","CpG: 55","549","55","372","20","67.8","0.89"
"859","chr19","35939580","35940499","CpG: 82","919","82","648","17.8","70.5","0.73"
"859","chr19","35944555","35945002","CpG: 56","447","56","323","25.1","72.3","0.97"
"859","chr19","35958969","35960233","CpG: 123","1264","123","867","19.5","68.6","0.83"
"859","chr19","35987195","35987428","CpG: 29","233","29","175","24.9","75.1","0.89"
"859","chr19","35994002","35994574","CpG: 43","572","43","376","15","65.7","0.7"
"859","chr19","35995035","35995950","CpG: 82","915","82","568","17.9","62.1","0.93"
"859","chr19","36009267","36009525","CpG: 41","258","41","200","31.8","77.5","1.08"
"859","chr19","36014298","36014579","CpG: 24","281","24","188","17.1","66.9","0.76"
"859","chr19","36032614","36032985","CpG: 30","371","30","262","16.2","70.6","0.67"
"860","chr19","36054099","36055163","CpG: 111","1064","111","699","20.9","65.7","0.97"
"860","chr19","36113457","36116004","CpG: 187","2547","187","1579","14.7","62","0.77"
"860","chr19","36121440","36122030","CpG: 49","590","49","373","16.6","63.2","0.85"
"860","chr19","36127825","36128231","CpG: 39","406","39","262","19.2","64.5","0.93"
"860","chr19","36139518","36140240","CpG: 73","722","73","492","20.2","68.1","0.87"
"860","chr19","36151425","36152683","CpG: 85","1258","85","811","13.5","64.5","0.66"
"861","chr19","36214531","36215360","CpG: 75","829","75","521","18.1","62.8","0.93"
"861","chr19","36245119","36245982","CpG: 67","863","67","549","15.5","63.6","0.77"
"861","chr19","36269673","36270126","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36272221","36272627","CpG: 35","406","35","266","17.2","65.5","0.8"
"861","chr19","36274715","36275168","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36277270","36277723","CpG: 38","453","38","292","16.8","64.5","0.81"
"861","chr19","36279804","36280257","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36282341","36282794","CpG: 38","453","38","292","16.8","64.5","0.81"
"861","chr19","36284874","36285327","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36287410","36287863","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36289947","36290400","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36292475","36292926","CpG: 38","451","38","292","16.9","64.7","0.8"
"861","chr19","36294996","36295449","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36297531","36297984","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36300066","36300519","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36302598","36303051","CpG: 38","453","38","293","16.8","64.7","0.8"
"861","chr19","36305113","36305566","CpG: 38","453","38","293","16.8","64.7","0.8"
"862","chr19","36307641","36308094","CpG: 38","453","38","293","16.8","64.7","0.8"
"862","chr19","36331493","36331788","CpG: 24","295","24","193","16.3","65.4","0.76"
"862","chr19","36378662","36379377","CpG: 62","715","62","462","17.3","64.6","0.83"
"862","chr19","36418379","36418952","CpG: 66","573","66","409","23","71.4","0.9"
"862","chr19","36421358","36421979","CpG: 74","621","74","426","23.8","68.6","1.01"
"863","chr19","36489288","36489831","CpG: 44","543","44","337","16.2","62.1","0.86"
"863","chr19","36528017","36528909","CpG: 66","892","66","548","14.8","61.4","0.79"
"864","chr19","36572990","36573847","CpG: 69","857","69","561","16.1","65.5","0.75"
"864","chr19","36605055","36605639","CpG: 51","584","51","369","17.5","63.2","0.89"
"864","chr19","36666730","36667217","CpG: 39","487","39","296","16","60.8","0.88"
"864","chr19","36687202","36687687","CpG: 53","485","53","325","21.9","67","0.97"
"865","chr19","36772479","36773181","CpG: 53","702","53","428","15.1","61","0.83"
"865","chr19","36775692","36776125","CpG: 47","433","47","302","21.7","69.7","0.9"
"865","chr19","36791653","36791886","CpG: 17","233","17","148","14.6","63.5","0.73"
"865","chr19","36797440","36797821","CpG: 40","381","40","233","21","61.2","1.12"
"866","chr19","36837994","36838616","CpG: 49","622","49","349","15.8","56.1","1.04"
"866","chr19","36850016","36850360","CpG: 26","344","26","223","15.1","64.8","0.72"
"866","chr19","36850829","36851098","CpG: 21","269","21","160","15.6","59.5","0.98"
"866","chr19","36916029","36916561","CpG: 48","532","48","341","18","64.1","0.88"
"867","chr19","36972828","36973704","CpG: 64","876","64","578","14.6","66","0.69"
"867","chr19","37078050","37078647","CpG: 56","597","56","410","18.8","68.7","0.8"
"868","chr19","37217981","37218279","CpG: 25","298","25","196","16.8","65.8","0.78"
"869","chr19","37251836","37252127","CpG: 28","291","28","198","19.2","68","0.83"
"869","chr19","37270508","37270914","CpG: 32","406","32","263","15.8","64.8","0.75"
"869","chr19","37273049","37273502","CpG: 36","453","36","288","15.9","63.6","0.79"
"869","chr19","37275576","37275982","CpG: 33","406","33","262","16.3","64.5","0.78"
"869","chr19","37278114","37278532","CpG: 34","418","34","267","16.3","63.9","0.8"
"869","chr19","37280626","37281048","CpG: 32","422","32","273","15.2","64.7","0.72"
"869","chr19","37283153","37283586","CpG: 33","433","33","279","15.2","64.4","0.74"
"869","chr19","37285687","37286105","CpG: 34","418","34","269","16.3","64.4","0.79"
"869","chr19","37288215","37288633","CpG: 34","418","34","267","16.3","63.9","0.8"
"869","chr19","37290739","37291145","CpG: 33","406","33","262","16.3","64.5","0.78"
"869","chr19","37293251","37293672","CpG: 33","421","33","275","15.7","65.3","0.74"
"869","chr19","37295790","37296196","CpG: 33","406","33","262","16.3","64.5","0.78"
"869","chr19","37298315","37298733","CpG: 34","418","34","269","16.3","64.4","0.79"
"869","chr19","37300843","37301249","CpG: 33","406","33","262","16.3","64.5","0.78"
"869","chr19","37303368","37303672","CpG: 25","304","25","197","16.4","64.8","0.78"
"869","chr19","37312614","37312920","CpG: 22","306","22","187","14.4","61.1","0.77"
"869","chr19","37317636","37318131","CpG: 45","495","45","307","18.2","62","0.95"
"869","chr19","37334199","37334854","CpG: 45","655","45","395","13.7","60.3","0.76"
"870","chr19","37370789","37371331","CpG: 52","542","52","341","19.2","62.9","0.97"
"870","chr19","37403441","37403963","CpG: 41","522","41","300","15.7","57.5","0.96"
"870","chr19","37466824","37467488","CpG: 57","664","57","431","17.2","64.9","0.83"
"870","chr19","37468950","37469713","CpG: 64","763","64","499","16.8","65.4","0.79"
"871","chr19","37506888","37507223","CpG: 26","335","26","201","15.5","60","0.93"
"871","chr19","37548659","37549493","CpG: 63","834","63","479","15.1","57.4","0.92"
"871","chr19","37594247","37594910","CpG: 56","663","56","403","16.9","60.8","0.92"
"872","chr19","37654925","37656318","CpG: 119","1393","119","905","17.1","65","0.81"
"872","chr19","37691892","37692426","CpG: 47","534","47","320","17.6","59.9","1"
"872","chr19","37719206","37719791","CpG: 50","585","50","380","17.1","65","0.82"
"873","chr19","37779639","37779977","CpG: 26","338","26","204","15.4","60.4","0.89"
"873","chr19","37790450","37790784","CpG: 33","334","33","224","19.8","67.1","0.88"
"873","chr19","37817238","37817886","CpG: 59","648","59","434","18.2","67","0.82"
"873","chr19","37855168","37855520","CpG: 36","352","36","231","20.5","65.6","0.96"
"874","chr19","37906363","37907525","CpG: 122","1162","122","769","21","66.2","0.96"
"875","chr19","38082008","38083112","CpG: 107","1104","107","763","19.4","69.1","0.81"
"876","chr19","38209693","38209937","CpG: 21","244","21","171","17.2","70.1","0.77"
"876","chr19","38211243","38211621","CpG: 30","378","30","277","15.9","73.3","0.61"
"876","chr19","38222427","38222818","CpG: 39","391","39","258","19.9","66","0.95"
"876","chr19","38223908","38224425","CpG: 55","517","55","387","21.3","74.9","0.78"
"876","chr19","38228449","38229987","CpG: 141","1538","141","1077","18.3","70","0.76"
"876","chr19","38255998","38256739","CpG: 82","741","82","548","22.1","74","0.81"
"876","chr19","38264206","38265059","CpG: 97","853","97","622","22.7","72.9","0.86"
"877","chr19","38315795","38316107","CpG: 43","312","43","208","27.6","66.7","1.27"
"877","chr19","38319736","38320309","CpG: 68","573","68","412","23.7","71.9","0.92"
"877","chr19","38335663","38335889","CpG: 19","226","19","149","16.8","65.9","0.8"
"877","chr19","38336179","38336488","CpG: 30","309","30","200","19.4","64.7","1.09"
"877","chr19","38336833","38337289","CpG: 31","456","31","304","13.6","66.7","0.67"
"877","chr19","38361671","38362845","CpG: 103","1174","103","789","17.5","67.2","0.79"
"877","chr19","38374623","38375093","CpG: 53","470","53","325","22.6","69.1","0.95"
"877","chr19","38385430","38388310","CpG: 208","2880","208","1820","14.4","63.2","0.72"
"877","chr19","38394593","38394865","CpG: 26","272","26","199","19.1","73.2","0.72"
"877","chr19","38395469","38396217","CpG: 96","748","96","563","25.7","75.3","0.91"
"877","chr19","38402840","38403743","CpG: 95","903","95","620","21","68.7","0.9"
"878","chr19","38417847","38418600","CpG: 51","753","51","495","13.5","65.7","0.66"
"878","chr19","38452741","38453095","CpG: 30","354","30","246","16.9","69.5","0.72"
"878","chr19","38466116","38466377","CpG: 25","261","25","179","19.2","68.6","0.82"
"878","chr19","38483299","38483516","CpG: 19","217","19","147","17.5","67.7","0.76"
"878","chr19","38485612","38486155","CpG: 48","543","48","373","17.7","68.7","0.76"
"878","chr19","38499623","38499833","CpG: 19","210","19","147","18.1","70","0.76"
"878","chr19","38502523","38502735","CpG: 22","212","22","136","20.8","64.2","1.01"
"878","chr19","38519236","38519502","CpG: 22","266","22","183","16.5","68.8","0.7"
"879","chr19","38561164","38561618","CpG: 42","454","42","289","18.5","63.7","0.93"
"879","chr19","38564859","38565739","CpG: 93","880","93","524","21.1","59.5","1.21"
"879","chr19","38596238","38596664","CpG: 37","426","37","295","17.4","69.2","0.72"
"879","chr19","38618792","38619222","CpG: 51","430","51","280","23.7","65.1","1.12"
"879","chr19","38647422","38647930","CpG: 57","508","57","322","22.4","63.4","1.17"
"880","chr19","38726890","38727217","CpG: 26","327","26","209","15.9","63.9","0.82"
"880","chr19","38735625","38736440","CpG: 86","815","86","605","21.1","74.2","0.85"
"880","chr19","38769734","38771991","CpG: 161","2257","161","1361","14.3","60.3","0.79"
"880","chr19","38790727","38793022","CpG: 156","2295","156","1377","13.6","60","0.76"
"881","chr19","38831624","38831934","CpG: 35","310","35","197","22.6","63.5","1.12"
"881","chr19","38849283","38852617","CpG: 226","3334","226","1767","13.6","53","0.97"
"881","chr19","38869276","38870520","CpG: 85","1244","85","776","13.7","62.4","0.7"
"881","chr19","38899393","38900255","CpG: 74","862","74","565","17.2","65.5","0.8"
"881","chr19","38905241","38905466","CpG: 21","225","21","161","18.7","71.6","0.74"
"881","chr19","38907236","38907660","CpG: 34","424","34","287","16","67.7","0.7"
"881","chr19","38912048","38912357","CpG: 27","309","27","205","17.5","66.3","0.8"
"882","chr19","38930423","38930975","CpG: 58","552","58","349","21","63.2","1.05"
"882","chr19","38949969","38950371","CpG: 47","402","47","285","23.4","70.9","0.94"
"882","chr19","38975206","38976003","CpG: 72","797","72","537","18.1","67.4","0.8"
"882","chr19","39031624","39032587","CpG: 86","963","86","640","17.9","66.5","0.82"
"883","chr19","39084060","39084497","CpG: 44","437","44","321","20.1","73.5","0.76"
"883","chr19","39098916","39099208","CpG: 25","292","25","202","17.1","69.2","0.73"
"883","chr19","39125637","39126179","CpG: 58","542","58","374","21.4","69","1"
"883","chr19","39169513","39169722","CpG: 24","209","24","143","23","68.4","0.99"
"883","chr19","39172960","39173175","CpG: 23","215","23","154","21.4","71.6","0.84"
"884","chr19","39196957","39197324","CpG: 46","367","46","277","25.1","75.5","0.88"
"884","chr19","39200336","39200749","CpG: 30","413","30","268","14.5","64.9","0.69"
"884","chr19","39203836","39204354","CpG: 46","518","46","319","17.8","61.6","0.95"
"884","chr19","39247049","39248648","CpG: 137","1599","137","1111","17.1","69.5","0.71"
"884","chr19","39264333","39265900","CpG: 142","1567","142","1083","18.1","69.1","0.76"
"884","chr19","39307146","39308610","CpG: 157","1464","157","1041","21.4","71.1","0.85"
"884","chr19","39313981","39315260","CpG: 117","1279","117","877","18.3","68.6","0.78"
"884","chr19","39320505","39321135","CpG: 56","630","56","328","17.8","52.1","1.32"
"885","chr19","39341858","39342363","CpG: 49","505","49","327","19.4","64.8","0.93"
"885","chr19","39342641","39343033","CpG: 31","392","31","249","15.8","63.5","0.85"
"885","chr19","39390692","39391524","CpG: 72","832","72","532","17.3","63.9","0.86"
